Gender,Age,Height,Weight,family_history_with_overweight,CH2O,FAF,Obesity
1,27,1.75,118.56,1,2,1,1
1,24,1.75,117.38,1,2,2,1
0,26,1.63,104.94,1,3,0,1
1,31,1.76,120.21,1,3,1,1
0,21,1.76,132.15,1,2,2,1
1,22,1.79,105.06,1,2,0,1
0,26,1.62,111.16,1,3,0,1
0,23,1.65,88,1,3,1,1
1,23,1.9,95,1,3,3,1
1,22,1.87,92.7,1,3,1,1
1,23,1.76,118.67,1,2,1,1
0,22,1.75,133.84,1,2,1,1
1,22,1.6,94,1,3,1,1
1,27,1.77,118.15,1,2,1,1
1,31,1.75,125,1,2,1,1
0,26,1.6,104.99,1,1,0,1
1,31,1.83,120.59,1,2,1,1
0,20,1.62,88,1,2,1,1
0,26,1.64,102.87,1,2,0,1
1,18,1.76,112.1,1,3,1,1
0,26,1.67,104.95,1,2,0,1
0,38,1.59,62.42,1,3,1,1
0,18,1.74,133.76,1,3,2,1
0,18,1.74,133.66,1,3,2,1
1,23,1.78,105,1,3,3,1
1,23,1.78,106.45,1,3,2,1
1,31,1.69,101.48,1,2,0,1
1,22,1.8,89.8,1,2,1,1
0,22,1.81,152.57,1,2,2,1
0,22,1.74,133.95,1,3,2,1
0,26,1.64,104.79,1,3,2,1
1,24,1.75,120,1,3,1,1
0,26,1.64,104.99,1,1,0,1
1,33,1.76,103.71,1,1,2,1
0,22,1.75,137.8,1,3,2,1
1,29,1.77,112.56,1,2,1,1
0,22,1.76,133.78,1,3,2,1
0,26,1.65,110.82,1,3,0,1
0,21,1.75,128.11,1,2,1,1
1,25,1.84,121.47,1,3,0,1
1,22,1.75,95.42,1,2,1,1
0,18,1.75,133.76,1,3,1,1
1,30,1.79,112.74,1,2,0,1
0,26,1.74,113.24,1,3,0,1
1,32,1.75,120,1,2,1,1
0,18,1.58,68,1,1,1,1
0,19,1.66,127.43,1,2,1,1
0,26,1.62,109.96,1,3,0,1
1,25,1.76,117.76,1,1,1,1
1,39,1.76,117.85,1,2,1,1
1,22,1.72,95,1,2,0,1
1,29,1.68,108.4,1,2,1,1
0,26,1.62,111.6,1,3,0,1
0,26,1.64,88.12,1,1,0,1
1,21,1.71,98,1,3,1,1
1,34,1.67,103.71,1,1,2,1
0,21,1.75,133.88,1,3,1,1
1,32,1.93,102,1,1,1,1
1,25,1.77,115.83,1,2,2,1
0,24,1.63,84,1,2,0,1
1,37,1.79,118.17,1,2,1,1
0,22,1.74,132.94,1,1,0,1
0,23,1.62,82.53,1,3,0,1
1,23,1.77,105,1,3,1,1
1,29,1.65,90,1,1,0,1
1,28,1.77,119.43,1,3,0,1
1,30,1.77,129.68,1,2,2,1
1,25,1.74,117.76,1,2,1,1
1,28,1.75,119.09,1,2,2,1
0,21,1.74,131.57,1,2,2,1
1,26,1.85,120.79,1,3,1,1
1,18,1.75,108.2,1,3,1,1
1,25,1.78,115.35,1,2,2,1
1,18,1.75,108,1,2,1,1
1,25,1.76,112.56,1,2,0,1
0,26,1.63,110.71,1,3,1,1
1,31,1.87,120.7,1,3,2,1
1,38,1.61,103.25,1,1,0,1
0,22,1.75,131.88,1,1,2,1
0,19,1.63,82,1,1,0,1
0,25,1.61,104.85,1,1,0,1
1,21,1.75,105,1,3,2,1
0,26,1.64,104.79,1,3,0,1
0,19,1.75,133.69,1,2,2,1
1,31,1.7,102.58,1,1,0,1
1,20,1.8,105,1,1,0,1
0,40,1.59,80,1,1,0,1
1,30,1.82,120.92,1,3,1,1
1,21,1.78,105,0,3,1,1
0,22,1.75,133.95,1,3,1,1
1,24,1.7,99.2,1,1,2,1
1,23,1.76,117.4,1,2,1,1
1,25,1.77,116.16,1,2,0,1
1,23,1.77,105.7,1,2,0,1
1,27,1.75,119.12,1,3,0,1
0,26,1.65,111.82,1,3,0,1
0,26,1.63,105.8,1,3,0,1
1,23,1.77,97,1,3,3,1
1,18,1.79,96.71,1,2,1,1
0,26,1.68,111.56,1,3,0,1
0,21,1.75,133.66,1,3,1,1
1,23,1.83,120.4,1,3,2,1
0,26,1.66,104.77,1,2,0,1
0,21,1.82,151.28,1,2,2,1
1,27,1.84,121.28,1,3,1,1
0,23,1.63,83,1,3,1,1
0,22,1.75,133.74,1,3,2,1
0,26,1.61,111.89,1,3,0,1
1,18,1.75,115,1,2,1,1
1,38,1.74,100,1,1,1,1
0,47,1.59,77.47,1,1,0,1
0,39,1.63,80,1,2,0,1
0,26,1.74,104.79,1,1,0,1
1,25,1.77,114.16,1,2,0,1
0,26,1.7,102.39,1,2,0,1
0,41,1.57,81.06,1,2,0,1
0,21,1.74,132.12,1,2,2,1
1,40,1.77,112.58,1,2,1,1
1,23,1.7,122.33,1,1,1,1
1,25,1.76,118.33,1,2,1,1
0,18,1.75,133.67,1,3,1,1
1,27,1.76,118.55,1,2,1,1
0,22,1.73,82.13,1,2,0,1
0,26,1.62,109.96,1,1,0,1
1,23,1.86,121.42,1,2,1,1
1,21,1.87,106.42,1,3,3,1
0,20,1.77,153.15,1,2,1,1
1,18,1.79,108.2,1,2,1,1
1,23,1.76,116.16,1,1,1,1
1,34,1.75,103.02,1,2,1,1
1,33,1.7,103.61,1,1,1,1
1,23,1.86,121.42,1,2,2,1
1,24,1.85,121.28,1,2,1,1
0,19,1.75,133.85,1,3,1,1
0,22,1.72,133.45,1,3,1,1
0,21,1.75,133.76,1,1,2,1
1,30,1.91,129.23,1,2,1,1
1,27,1.78,120.82,1,3,1,1
1,25,1.8,117.85,1,3,1,1
0,21,1.74,135.69,1,3,2,1
0,37,1.56,77.27,1,2,0,1
0,21,1.82,152.22,1,2,2,1
0,23,1.64,82.02,1,2,0,1
1,30,1.76,112.29,1,2,0,1
1,27,1.82,120.82,1,3,1,1
0,26,1.62,104.95,1,2,0,1
0,22,1.73,133.47,1,3,2,1
0,39,1.55,77,1,1,0,1
1,30,1.84,129.47,1,1,1,1
1,26,1.76,112.26,1,2,0,1
0,26,1.61,104.85,1,3,0,1
1,23,1.85,121.66,1,2,2,1
0,23,1.77,82.14,1,2,1,1
0,21,1.74,131.53,1,2,2,1
0,26,1.6,109.98,1,2,0,1
1,33,1.65,107.95,1,2,1,1
0,26,1.67,104.76,1,3,1,1
1,32,1.7,103.02,1,1,1,1
1,30,1.68,90,1,2,0,1
1,30,1.91,129.68,1,2,2,1
1,23,1.62,84,1,2,1,1
0,26,1.64,105.41,1,3,0,1
1,18,1.74,108.24,1,2,1,1
0,21,1.63,84,1,3,2,1
0,26,1.73,104.95,1,2,0,1
1,22,1.87,105.12,1,2,1,1
0,44,1.68,83.12,1,3,3,1
0,26,1.69,106.49,1,3,0,1
0,26,1.74,109.9,1,3,0,1
0,26,1.63,104.94,1,2,0,1
0,24,1.69,114.13,1,3,0,1
1,38,1.77,118.53,1,2,1,1
1,38,1.77,117.71,1,2,1,1
1,26,1.79,118.13,1,2,1,1
1,25,1.8,120.92,1,3,1,1
0,26,1.67,111,1,3,0,1
0,26,1.64,111.68,1,3,0,1
0,18,1.72,128.26,1,2,2,1
1,23,1.83,121.25,1,2,1,1
1,41,1.74,109.35,1,2,0,1
0,21,1.72,150.38,1,3,2,1
0,23,1.72,133.96,1,3,1,1
0,22,1.69,104.7,1,1,2,1
1,33,1.74,103.18,1,1,0,1
0,19,1.75,133.45,1,3,2,1
1,24,1.78,121.59,1,2,1,1
0,25,1.65,112.1,1,2,0,1
1,21,1.85,97,1,3,2,1
1,27,1.78,120.15,1,2,1,1
0,37,1.76,90,1,2,1,1
1,37,1.77,117.76,1,2,1,1
1,22,1.7,98.57,1,2,0,1
0,38,1.57,76.64,1,2,0,1
1,23,1.65,95.28,1,2,0,1
0,20,1.65,82.53,0,2,0,1
0,41,1.75,78,1,3,0,1
0,19,1.81,122.81,1,1,0,1
1,32,1.77,98.45,1,1,0,1
1,18,1.69,80,1,3,0,1
1,23,1.75,95.29,1,2,3,1
0,26,1.63,111.87,1,3,0,1
0,18,1.61,84.49,1,2,0,1
1,24,1.76,116.31,1,2,1,1
0,22,1.73,132.94,1,2,1,1
0,26,1.74,104.7,1,1,0,1
1,28,1.75,117.77,1,2,1,1
0,37,1.53,75.41,1,2,0,1
1,23,1.83,120.61,1,2,1,1
1,25,1.78,115.38,1,2,1,1
1,18,1.82,108.93,1,2,1,1
1,27,1.76,120.42,1,3,1,1
1,31,1.91,129.27,1,1,1,1
1,24,1.84,121.25,1,3,1,1
1,27,1.84,120.42,1,3,1,1
0,36,1.67,80,1,1,2,1
0,45,1.56,80,1,2,0,1
1,23,1.74,105.03,1,2,0,1
0,23,1.66,133.95,1,2,1,1
0,26,1.61,104.95,1,2,0,1
0,26,1.6,105.45,1,1,0,1
1,18,1.69,99.53,1,3,1,1
1,25,1.76,112.1,1,2,2,1
1,24,1.87,120.98,1,2,1,1
0,23,1.71,95.42,1,2,0,1
0,22,1.62,82,1,1,0,1
1,40,1.78,96.92,1,2,2,1
1,26,1.8,105.36,1,3,2,1
0,38,1.53,77.55,1,2,0,1
1,18,1.82,105,1,2,2,1
1,24,1.76,99.61,1,1,1,1
1,23,1.62,81.67,1,2,1,1
0,26,1.64,110.78,1,3,0,1
0,38,1.56,80,1,2,0,1
1,23,1.61,99.61,1,1,0,1
0,21,1.75,133.17,1,2,2,1
1,23,1.75,121.41,1,2,2,1
1,23,1.7,105,1,3,2,1
1,31,1.67,89.94,1,2,2,1
1,24,1.65,93.89,1,3,1,1
0,24,1.6,83.95,1,2,1,1
0,26,1.66,111.96,1,3,0,1
1,21,1.74,94,1,3,1,1
1,23,1.85,121.46,1,2,1,1
0,26,1.61,102.08,1,3,0,1
0,20,1.72,132.58,1,1,1,1
1,18,1.81,108.96,1,2,1,1
0,18,1.65,86,1,3,1,1
0,26,1.64,111.6,1,3,0,1
1,33,1.76,107.95,1,2,2,1
1,25,1.83,121.86,1,3,1,1
0,22,1.6,70,1,1,1,1
0,23,1.6,82,1,2,3,1
1,23,1.77,121.42,1,2,1,1
0,40,1.56,80,1,2,1,1
0,26,1.62,104.95,1,3,0,1
0,26,1.64,104.83,1,3,0,1
1,21,1.71,103.18,1,1,2,1
1,31,1.77,108.6,1,2,2,1
0,18,1.65,88,1,3,1,1
0,21,1.76,133.48,1,2,1,1
1,29,1.77,96.3,1,3,1,1
0,23,1.56,82.53,1,3,0,1
0,26,1.64,111.95,1,2,0,1
0,23,1.63,83.41,1,2,0,1
1,23,1.76,112.4,1,2,1,1
1,32,1.7,102.08,1,1,2,1
0,26,1.62,104.99,1,1,0,1
1,22,1.85,106.88,1,3,0,1
0,26,1.62,104.88,1,1,0,1
0,23,1.68,87.68,1,3,1,1
0,21,1.74,133.9,1,2,1,1
0,35,1.56,75,1,2,2,1
1,28,1.76,112.88,1,2,0,1
0,26,1.66,104.85,1,3,0,1
1,34,1.66,90,1,1,0,1
1,29,1.69,90,1,3,1,1
0,21,1.68,92.86,1,2,1,1
1,26,1.79,121.31,1,2,2,1
1,23,1.84,97.59,1,2,3,1
1,31,1.82,120.6,1,3,1,1
0,26,1.64,104.79,1,2,0,1
0,23,1.74,132.15,1,3,1,1
0,22,1.82,152.08,1,2,1,1
1,22,1.62,103.02,1,1,0,1
0,21,1.75,128.76,1,1,2,1
1,37,1.68,98.54,1,2,1,1
1,31,1.78,120.98,1,3,2,1
0,20,1.82,152.44,1,2,2,1
1,21,1.73,96.71,1,3,0,1
0,26,1.68,104.79,1,1,0,1
1,28,1.76,113.9,1,2,1,1
1,27,1.82,120.87,1,2,1,1
1,23,1.8,121.42,1,1,1,1
0,26,1.61,111.88,1,3,0,1
0,26,1.66,111.56,1,3,0,1
1,25,1.84,120.16,1,2,1,1
1,27,1.82,120.98,1,3,1,1
1,38,1.82,108.09,1,2,1,1
1,23,1.83,121.28,1,2,1,1
0,26,1.61,102.17,1,1,0,1
1,24,1.83,120.86,1,2,2,1
1,18,1.83,108.16,1,2,1,1
0,23,1.72,93.61,1,2,1,1
1,21,1.77,116.16,1,3,0,1
1,23,1.6,100.64,1,1,2,1
0,19,1.76,137.8,1,3,1,1
0,21,1.62,80,1,3,1,1
1,29,1.81,121,1,2,1,1
0,21,1.75,133.85,1,2,2,1
1,36,1.8,90,1,1,1,1
1,28,1.76,113.15,1,3,0,1
1,23,1.66,95,1,3,2,1
1,33,1.76,103.74,1,2,1,1
0,26,1.62,109.98,1,1,0,1
0,20,1.7,85.07,1,1,2,1
0,18,1.61,84.49,1,1,1,1
1,23,1.75,95.29,1,3,3,1
1,29,1.86,112,1,2,0,1
1,23,1.81,105.36,1,2,1,1
1,22,1.79,98.45,1,3,2,1
0,18,1.75,133.78,1,3,2,1
1,21,1.85,125,1,1,0,1
1,38,1.75,118.33,1,2,1,1
0,26,1.64,111.95,1,3,2,1
0,26,1.69,104.84,1,1,0,1
0,26,1.68,110.92,1,2,0,1
1,23,1.93,121,0,2,1,1
1,29,1.67,90,1,2,1,1
1,30,1.83,122.14,1,2,1,1
1,30,1.76,112.41,1,2,1,1
1,21,1.62,105,1,3,1,1
0,26,1.63,110.78,1,3,0,1
1,27,1.8,120.21,1,2,1,1
1,21,1.79,105.66,1,2,0,1
1,21,1.72,106.88,1,2,0,1
1,34,1.84,100,1,2,1,1
1,26,1.82,106.51,1,3,1,1
0,26,1.68,104.75,1,1,0,1
0,26,1.62,107.56,1,3,0,1
1,26,1.83,118.57,1,2,1,1
1,33,1.7,103.77,1,1,1,1
0,19,1.77,133.88,1,2,2,1
1,31,1.9,121.66,1,2,1,1
1,24,1.69,120.99,1,3,2,1
0,21,1.75,132.94,1,2,2,1
0,23,1.72,133.95,1,3,1,1
0,21,1.69,131.93,1,2,2,1
1,37,1.77,96.94,1,3,2,1
1,26,1.68,103.71,1,2,0,1
1,18,1.88,108.9,1,3,1,1
0,26,1.62,111.83,1,3,0,1
1,23,1.83,120.15,1,2,1,1
0,26,1.63,102.56,1,1,0,1
1,31,1.86,126.42,1,2,1,1
1,26,1.84,105.7,1,2,0,1
1,23,1.75,95.27,1,3,0,1
0,23,1.65,80.47,1,3,1,1
0,41,1.62,80,1,1,0,1
0,39,1.56,77.47,1,2,0,1
1,26,1.84,117.63,1,2,1,1
1,22,1.79,105.04,1,3,2,1
0,21,1.76,133.78,1,3,1,1
1,41,1.75,109.91,1,1,1,1
1,30,1.77,103.19,1,1,2,1
0,38,1.55,77.21,1,1,1,1
0,26,1.62,109.21,1,2,0,1
0,26,1.63,104.84,1,2,0,1
0,38,1.59,80,1,2,2,1
1,30,1.68,89.99,1,3,1,1
1,30,1.69,90,1,2,1,1
0,21,1.68,104.16,1,1,0,1
1,25,1.76,114.16,1,2,0,1
1,23,1.75,96,1,3,0,1
0,26,1.62,104.59,1,1,0,1
0,18,1.61,82.19,1,1,0,1
0,24,1.57,83.34,1,2,0,1
0,22,1.71,128.11,1,1,1,1
0,18,1.6,82.01,1,1,1,1
0,26,1.65,104.84,1,2,0,1
1,32,1.79,120,1,2,2,1
1,25,1.79,115.38,1,2,1,1
1,28,1.72,112.98,1,3,0,1
0,26,1.68,111.93,1,3,0,1
1,18,1.81,99.54,1,2,1,1
0,21,1.81,160.94,1,2,0,1
0,26,1.63,104.93,1,2,0,1
0,19,1.69,127.43,1,2,1,1
0,21,1.73,131.53,1,2,2,1
0,19,1.71,132.94,1,2,2,1
1,25,1.82,121.89,1,2,1,1
0,21,1.75,133.94,1,3,1,1
1,24,1.7,100.62,1,1,1,1
0,26,1.62,102.09,1,1,0,1
0,26,1.62,110.82,1,3,0,1
1,27,1.68,89.99,1,2,0,1
1,23,1.87,121.53,1,2,1,1
1,31,1.91,129.36,1,1,1,1
1,23,1.85,121.41,1,1,2,1
0,38,1.63,80,1,3,2,1
0,26,1.63,102.87,1,1,0,1
1,26,1.76,114.14,1,2,1,1
1,26,1.78,115.35,1,2,1,1
0,26,1.67,111.95,1,3,0,1
1,17,1.79,99,1,3,2,1
1,33,1.61,97.59,1,1,2,1
0,26,1.65,111.92,1,3,0,1
1,26,1.77,112.1,1,2,0,1
1,31,1.83,120.86,1,3,1,1
0,26,1.65,104.76,1,3,0,1
1,19,1.82,87.86,0,2,3,1
1,31,1.68,90.02,1,2,1,1
1,21,1.62,102.23,1,1,0,1
1,26,1.83,114.13,1,3,1,1
0,38,1.56,80,1,1,0,1
0,21,1.63,82,1,2,1,1
0,18,1.64,82,1,1,0,1
0,26,1.6,105.03,1,2,0,1
1,23,1.77,121.25,1,2,2,1
1,23,1.83,97.81,1,3,2,1
1,24,1.85,97.92,1,2,0,1
0,23,1.74,133.95,1,3,2,1
0,37,1.56,80,1,1,2,1
1,23,1.61,100.25,1,1,0,1
0,26,1.61,102,1,1,0,1
1,24,1.69,99.54,1,1,0,1
0,26,1.66,111.56,1,2,0,1
0,34,1.61,84.45,1,3,2,1
0,26,1.68,104.85,1,1,0,1
1,25,1.84,121,1,3,1,1
1,23,1.79,105.03,1,2,0,1
1,18,1.78,108,1,1,1,1
0,22,1.78,137.77,1,3,2,1
1,30,1.76,112.88,1,2,0,1
0,26,1.66,111.93,1,3,0,1
1,18,1.8,108.32,1,2,1,1
1,26,1.79,105.2,1,3,0,1
1,28,1.78,120.01,1,3,1,1
1,27,1.75,118.1,1,2,1,1
1,17,1.65,85,1,2,1,1
1,20,1.77,103,1,1,1,1
1,22,1.71,98.66,1,3,3,1
0,26,1.62,104.97,1,2,0,1
1,24,1.65,89.5,1,2,1,1
1,25,1.75,120,1,3,1,1
0,23,1.62,82.57,1,3,2,1
1,30,1.79,89.84,1,2,1,1
0,23,1.75,133.89,1,3,1,1
1,31,1.76,119.09,1,2,0,1
1,26,1.84,117.3,1,2,2,1
0,40,1.64,79,1,1,0,1
1,27,1.83,120.87,1,3,1,1
1,24,1.7,102.69,1,1,2,1
1,23,1.68,90.74,1,2,1,1
1,21,1.77,96.94,1,2,2,1
0,39,1.61,80.91,1,2,1,1
0,21,1.82,105.25,1,3,2,1
0,23,1.62,82,1,3,1,1
1,41,1.61,109.6,1,2,2,1
1,21,1.72,100,1,2,1,1
1,39,1.76,118.17,1,3,1,1
1,21,1.82,106.42,1,2,0,1
1,25,1.78,120.99,1,3,2,1
0,26,1.64,104.84,1,1,0,1
1,23,1.62,97.45,1,2,2,1
1,28,1.75,120.9,1,2,1,1
0,25,1.68,104.79,1,3,0,1
0,22,1.74,130.99,1,2,2,1
1,24,1.79,90,1,2,2,1
1,31,1.8,120.9,1,3,1,1
1,20,1.78,104.99,1,2,1,1
1,41,1.75,109.9,1,1,0,1
0,21,1.75,127.9,1,2,2,1
0,26,1.64,111.27,1,3,1,1
1,24,1.77,121.07,1,1,2,1
1,21,1.67,90,1,3,0,1
1,26,1.85,117.76,1,2,0,1
0,21,1.75,129.85,1,2,1,1
1,34,1.7,103.02,1,1,2,1
0,38,1.56,80,1,1,2,1
0,22,1.6,82,1,2,1,1
1,24,1.76,117.38,1,2,2,1
1,23,1.71,95.28,1,2,3,1
1,23,1.73,96.94,1,3,1,1
1,26,1.77,105.97,1,3,0,1
1,18,1.84,109.2,1,3,1,1
1,21,1.64,88.47,1,2,1,1
1,24,1.69,99.71,1,1,1,1
0,23,1.63,82.41,1,2,0,1
0,38,1.57,77.98,1,1,0,1
0,38,1.52,76.66,1,2,0,1
1,33,1.67,103.61,1,1,2,1
1,22,1.84,96.94,1,2,2,1
1,30,1.85,121.66,1,2,1,1
0,26,1.69,104.95,1,1,0,1
1,30,1.89,129.16,1,1,1,1
0,26,1.66,110.92,1,3,0,1
0,26,1.62,110.82,1,2,0,1
1,25,1.77,115.53,1,2,2,1
1,21,1.75,125,1,3,1,1
0,20,1.81,152.47,1,3,1,1
1,23,1.66,98.45,1,2,0,1
1,23,1.76,116.16,1,2,1,1
0,26,1.65,106.88,1,3,0,1
1,25,1.83,118.33,1,2,1,1
0,22,1.72,133.74,1,3,2,1
0,26,1.63,111.27,1,3,0,1
1,23,1.82,121.2,1,2,1,1
1,32,1.68,91.5,1,1,1,1
1,18,1.79,90,1,3,1,1
0,26,1.65,110.92,1,2,0,1
0,40,1.55,80,1,1,0,1
1,29,1.68,93.64,1,1,0,1
1,32,1.77,120.4,1,2,1,1
0,21,1.72,131.88,1,2,2,1
1,30,1.71,102.08,1,1,0,1
1,29,1.77,129.87,1,2,2,1
0,26,1.66,112.01,1,1,0,1
1,28,1.79,120.34,1,3,1,1
0,20,1.75,133.89,1,2,2,1
1,23,1.84,97.96,1,3,3,1
0,26,1.64,111.22,1,2,0,1
1,25,1.84,117.76,1,2,1,1
1,26,1.77,113.23,1,2,1,1
1,31,1.76,118.33,1,2,1,1
1,27,1.77,120.08,1,2,0,1
1,25,1.73,99.61,1,1,1,1
0,26,1.63,102.52,1,1,0,1
1,21,1.69,95,1,3,2,1
0,21,1.93,94,1,3,0,1
1,27,1.75,99,1,1,1,1
0,23,1.61,81.72,1,2,1,1
0,18,1.6,83,1,3,1,1
1,27,1.85,120.64,1,2,2,1
1,30,1.75,120.42,1,3,1,1
1,31,1.8,105.14,1,2,2,1
1,18,1.77,116.16,1,3,0,1
1,22,1.63,94.19,1,2,0,1
1,23,1.81,106.04,1,3,1,1
1,26,1.86,115.43,1,2,1,1
1,22,1.79,105.43,1,2,0,1
0,22,1.73,133.62,1,2,1,1
1,22,1.78,105.5,1,2,0,1
0,26,1.62,102.87,1,1,0,1
0,18,1.64,126.49,1,2,0,1
1,25,1.77,114.47,1,2,2,1
0,23,1.64,82.41,1,2,0,1
1,24,1.64,98.26,1,3,2,1
0,26,1.67,104.77,1,1,0,1
0,26,1.63,104.79,1,2,0,1
0,26,1.64,111.57,1,3,0,1
1,21,1.7,99.08,1,2,0,1
1,21,1.86,125.06,1,2,1,1
1,29,1.79,108.02,1,2,1,1
1,22,1.65,95,0,3,0,1
1,23,1.77,119.08,1,2,2,1
1,23,1.87,121.86,1,3,1,1
1,25,1.7,90.92,1,2,0,1
0,26,1.62,105.44,1,3,0,1
1,25,1.77,114,1,2,1,1
0,21,1.74,132.34,1,2,2,1
0,19,1.64,84.78,1,1,1,1
1,23,1.87,121.66,1,3,2,1
0,21,1.74,133.74,1,1,2,1
0,20,1.81,152.37,1,2,1,1
0,22,1.74,133.47,1,3,2,1
1,37,1.75,118.2,1,2,1,1
1,24,1.76,112.01,1,2,1,1
0,21,1.76,133.89,1,3,1,1
0,44,1.6,77.35,1,1,0,1
1,22,1.78,105.25,1,3,1,1
0,21,1.74,131.41,1,2,2,1
0,24,1.68,114.48,1,3,0,1
0,22,1.76,93.89,1,2,1,1
0,23,1.64,113.28,1,3,0,1
0,21,1.81,137.86,1,3,2,1
1,23,1.92,121.31,1,1,1,1
0,26,1.54,102.36,1,1,0,1
0,41,1.57,81.02,1,1,1,1
0,18,1.8,152.39,1,3,2,1
1,31,1.77,120.55,1,2,1,1
1,25,1.85,107.11,1,2,1,1
0,24,1.74,133.17,1,3,1,1
1,25,1.7,114.33,1,2,1,1
0,26,1.68,109.9,1,3,0,1
1,24,1.76,117.47,1,2,1,1
1,27,1.87,120.42,1,2,1,1
1,25,1.91,129.35,1,1,1,1
1,27,1.65,99.81,1,2,1,1
1,30,1.91,129.01,1,1,1,1
1,23,1.81,106.69,1,3,0,1
1,31,1.76,119.44,1,2,0,1
0,20,1.62,82.23,1,1,1,1
1,23,1.74,93.43,1,1,0,1
0,21,1.73,131.41,1,2,2,1
0,21,1.74,133.87,1,2,2,1
0,26,1.68,104.93,1,2,0,1
1,24,1.7,100,1,1,1,1
0,19,1.75,133.62,1,3,1,1
0,26,1.62,102.08,1,1,0,1
1,18,1.79,108.72,1,3,1,1
1,37,1.77,118.53,1,2,1,1
0,26,1.62,109.93,1,1,0,1
1,32,1.85,125.12,1,1,1,1
1,28,1.87,118.17,1,2,0,1
0,19,1.72,133.47,1,3,1,1
1,33,1.83,113,1,2,1,1
1,25,1.76,112.74,1,2,2,1
0,39,1.58,83.39,1,2,3,1
0,21,1.73,131.53,1,1,2,1
1,22,1.85,121.31,1,2,1,1
1,23,1.79,105.03,1,3,0,1
1,24,1.75,120,1,2,2,1
1,23,1.65,75,1,2,0,1
1,31,1.73,125.06,1,2,1,1
1,31,1.65,102.6,1,2,2,1
1,18,1.76,118,1,2,1,1
1,24,1.85,121.79,1,2,0,1
0,26,1.68,104.99,1,3,0,1
1,23,1.77,105,0,3,3,1
0,21,1.75,133.74,1,1,1,1
1,23,1.81,121.86,1,1,1,1
0,21,1.73,133.95,1,3,1,1
0,19,1.75,133.88,1,3,1,1
1,31,1.86,123.72,1,2,1,1
0,22,1.77,133.96,1,3,2,1
0,39,1.53,76,1,1,0,1
1,30,1.71,112.44,1,1,0,1
1,22,1.78,103.74,1,2,3,1
1,31,1.75,118.81,1,2,1,1
0,23,1.61,82.58,1,2,1,1
1,24,1.76,117.3,1,2,1,1
0,23,1.63,93,1,2,0,1
1,25,1.87,120.15,1,2,1,1
1,30,1.93,102,1,1,2,1
1,22,1.72,95.27,1,3,3,1
1,20,1.79,137.77,1,3,2,1
1,24,1.87,121.47,1,3,1,1
0,18,1.75,133.02,1,3,2,1
0,26,1.62,111.82,1,3,0,1
0,26,1.64,104.83,1,3,1,1
0,22,1.76,133.87,1,3,2,1
0,26,1.63,105.45,1,2,0,1
0,21,1.72,114.25,1,1,1,1
0,21,1.62,82,1,3,1,1
1,25,1.76,113.09,1,2,2,1
1,32,1.78,120.34,1,3,2,1
0,16,1.62,82,1,1,0,1
0,18,1.65,86,1,1,1,1
0,23,1.74,133.88,1,2,1,1
0,20,1.62,104.79,1,3,2,1
1,27,1.91,119.08,1,3,2,1
0,26,1.63,104.76,1,2,0,1
0,38,1.55,77,1,1,0,1
1,30,1.75,120.02,1,1,1,1
0,23,1.62,82.14,1,3,0,1
0,18,1.72,91.07,1,1,1,1
1,31,1.69,103.19,1,1,0,1
1,31,1.77,112.4,1,2,0,1
1,22,1.65,89.42,1,2,0,1
0,21,1.75,133.95,1,3,1,1
1,23,1.86,117.65,1,2,1,1
0,20,1.69,105.04,1,1,0,1
0,22,1.68,128.76,1,1,2,1
1,19,1.84,104.3,1,2,3,1
0,23,1.63,78,1,2,0,1
1,32,1.81,123.17,1,1,2,1
1,30,1.83,124.07,1,2,1,1
1,30,1.75,118.17,1,2,1,1
1,23,1.76,119.08,1,3,1,1
0,26,1.67,104.84,1,1,0,1
0,26,1.67,112.29,1,3,1,1
1,23,1.75,116.59,1,2,0,1
0,21,1.72,133.47,1,3,2,1
1,27,1.82,120.7,1,3,2,1
1,18,1.81,108.8,1,3,1,1
1,24,1.77,103.19,1,1,1,1
1,23,1.66,94.19,1,2,0,1
1,27,1.76,112.28,1,2,0,1
0,26,1.7,104.88,1,2,0,1
1,26,1.75,115.13,1,2,1,1
0,26,1.61,102.08,1,1,0,1
0,22,1.73,165.06,1,2,1,1
1,18,1.78,108,1,3,2,1
1,21,1.78,103.61,1,2,1,1
0,19,1.8,138.03,1,3,1,1
0,21,1.68,133.89,1,2,2,1
0,26,1.68,104.77,1,1,0,1
0,18,1.61,82.28,1,2,1,1
0,22,1.75,133.47,1,2,2,1
1,25,1.77,115.35,1,2,2,1
1,29,1.75,112,1,2,0,1
1,23,1.79,95.27,1,3,3,1
0,21,1.75,130.99,1,3,2,1
1,18,1.79,108.25,1,3,0,1
0,21,1.71,131.41,1,2,2,1
0,26,1.66,104.95,1,3,0,1
1,23,1.85,121.2,1,1,1,1
0,21,1.65,88,1,3,3,1
0,38,1.68,90,1,2,0,1
1,31,1.78,118.4,1,1,1,1
1,23,1.76,119.37,1,3,1,1
0,26,1.63,104.82,1,3,0,1
1,30,1.76,112,1,2,0,1
1,25,1.75,114.09,1,2,1,1
1,20,1.8,104.77,1,3,0,1
1,22,1.86,116.59,1,2,1,1
0,21,1.75,133.95,1,3,2,1
1,26,1.7,104.27,1,1,0,1
0,21,1.64,79,1,2,0,1
